epoch,acc,loss,val_acc,val_loss
0,0.4174312,2.1966986973351297,0.4357798,2.5884231328964233
1,0.57798165,1.4408340287317924,0.39908257,1.6513205021619797
2,0.6834862,1.2087650271730686,0.35779816,2.0570522844791412
3,0.7075688,1.1270708168318513,0.40366971,2.2494108229875565
4,0.70412844,1.189720091469791,0.38990825,2.538998454809189
5,0.771789,0.9924814878800593,0.4082569,2.7888438403606415
6,0.7901376,0.9422635634284501,0.5733945,1.67564295232296
7,0.7844037,0.918816387379935,0.7155963,1.0681341290473938
8,0.79357797,0.9304433552497023,0.80733943,0.9363143667578697
9,0.8440367,0.8065808489235169,0.8669725,0.7326418697834015
10,0.86238533,0.7858665593720358,0.8394495,0.9030319675803185
11,0.8348624,0.8456428953267019,0.86238533,0.7155815847218037
12,0.8555046,0.8009417404275422,0.86238533,0.8554894775152206
13,0.85894495,0.7316851296009274,0.92201835,0.6331184022128582
14,0.8841743,0.7076885089141514,0.8669725,0.6873138919472694
15,0.8956422,0.6421306126434868,0.940367,0.5677974969148636
16,0.8979358,0.6558376541104886,0.94495416,0.5357899963855743
17,0.88990825,0.677677558102739,0.79357797,0.8272967040538788
18,0.89908254,0.6510466618822255,0.9495413,0.5288626253604889
19,0.9059633,0.6073975407202309,0.89908254,0.6349075138568878
20,0.9048165,0.6400397681041595,0.89908254,0.6521815955638885
21,0.9277523,0.5901979560698938,0.80733943,0.9156856255097823
22,0.93119264,0.5557038152436597,0.83027524,0.9233993887901306
23,0.93004584,0.5632208012933031,0.93119264,0.5911250077188015
24,0.89908254,0.6418969884104685,0.9082569,0.5785333663225174
25,0.9025229,0.6279872170555483,0.9357798,0.570894505828619
26,0.91284406,0.6075809495438129,0.8944954,0.6514280530539426
27,0.9013761,0.7012228935683539,0.8165138,1.1569727435708046
28,0.9025229,0.6227201923317865,0.8853211,0.6106419302523136
29,0.92316514,0.5714063377828773,0.86238533,0.7591818273067474
30,0.9174312,0.5825072912448043,0.853211,0.8245192654430866
31,0.92316514,0.5679827024903866,0.940367,0.5031030178070068
32,0.93233943,0.5435521845970679,0.853211,0.7272507548332214
33,0.9266055,0.5596694258648321,0.8027523,0.9536268711090088
34,0.9266055,0.5716199779182399,0.8440367,0.8266484811902046
35,0.92201835,0.5934520814943751,0.940367,0.492778941988945
