epoch,acc,loss,val_acc,val_loss
0,0.3027523,1.8800221189446407,0.3853211,1.5852926039914472
1,0.37958714,1.4175751143639241,0.44495413,1.2974029899737156
2,0.4587156,1.2199073297168137,0.55504584,1.1266549464759477
3,0.54931194,1.0838563617216337,0.51834863,1.0553087007015123
4,0.5825688,0.9870848721320477,0.6238532,0.9034551540645984
5,0.60665137,0.9029900486316156,0.6651376,0.8794877879116514
6,0.66284406,0.8024563461268713,0.71100914,0.7758293212006945
7,0.71100914,0.7366654583073537,0.6788991,0.7615486842776658
8,0.7224771,0.6598902022073029,0.71100914,0.6761720437522328
9,0.7775229,0.5857001712562842,0.80733943,0.5606218133497676
10,0.8165138,0.5110928629516461,0.80733943,0.564399490662671
11,0.8130734,0.48046035832221357,0.8348624,0.472757420955448
12,0.8451835,0.42818580034675946,0.8027523,0.45730913587666433
13,0.8543578,0.3984983262665775,0.83027524,0.43850213152552964
14,0.8727064,0.3596825400076875,0.8027523,0.46086369304481994
15,0.8727064,0.34131022139426764,0.86238533,0.3954357537654562
16,0.8761468,0.31559955909711507,0.85779816,0.38633053838659864
17,0.89105505,0.3050896760520585,0.8394495,0.38678085120446093
18,0.9082569,0.2685733725991818,0.85779816,0.38838480590680324
19,0.9174312,0.24375584653211296,0.8669725,0.3862688940599424
20,0.92087156,0.24642583317712907,0.8669725,0.3770008978493717
21,0.91399086,0.23812334205305904,0.8761468,0.3493433803866763
22,0.92316514,0.22015147252914008,0.88073397,0.3071132190183762
23,0.934633,0.19729343357436155,0.8669725,0.33162510723149013
24,0.9587156,0.16159846326079938,0.86238533,0.36517549627417817
25,0.9472477,0.17047811169689947,0.8853211,0.32167681586851765
26,0.9461009,0.16181453283226818,0.88990825,0.32640484358192584
27,0.9655963,0.13092547368019,0.88990825,0.31799126436950964
28,0.95527524,0.14775627036365346,0.88073397,0.35292211284331226
29,0.9575688,0.13104950212830796,0.8853211,0.29899289684558134
30,0.9575688,0.11683129590995815,0.8944954,0.2951089296865901
31,0.9713303,0.10895758580177202,0.8669725,0.349827669971033
32,0.9713303,0.09643120605737791,0.8944954,0.28582625467022627
33,0.9724771,0.09464819155154972,0.88073397,0.34000367117584296
34,0.98394495,0.08066020899136132,0.8944954,0.31231528137801984
35,0.9644495,0.09933557573261612,0.88990825,0.35003348282717783
36,0.9701835,0.1036857030943993,0.88990825,0.30231631895817745
37,0.98165137,0.07594958323677746,0.9036697,0.3273374648815995
38,0.9793578,0.07067633678265121,0.8853211,0.2836878903962057
39,0.978211,0.07542046941731365,0.88990825,0.2885102930418942
40,0.98738533,0.05636953500979537,0.8853211,0.29344830873909344
41,0.97477067,0.08231301400639596,0.88990825,0.30370352519761534
42,0.9736239,0.08353870703813134,0.8761468,0.308906107320698
43,0.9736239,0.07493828503637139,0.89908254,0.2960304940512421
44,0.978211,0.07493620422250087,0.8944954,0.29939545390255956
45,0.98509175,0.05114152678929337,0.8853211,0.33459904461825657
46,0.9793578,0.0645454048495227,0.85779816,0.411322687197169
47,0.98279816,0.061428268636585376,0.8853211,0.3346634977454439
48,0.98394495,0.059546894641644366,0.88073397,0.3396715376902064
49,0.98623854,0.04629324084369961,0.88990825,0.33760640571970457
50,0.9896789,0.04099183245732902,0.9082569,0.31549347185213633
51,0.98738533,0.04922385753021328,0.88990825,0.3069264922940403
52,0.9919725,0.03853717330125494,0.8944954,0.2870306815576116
53,0.9965596,0.02923291677250228,0.88990825,0.33327450193122987
54,0.9885321,0.04028802209559384,0.9036697,0.32015359046262337
55,0.9678899,0.0913306162991655,0.88990825,0.29570812725145884
56,0.98623854,0.04710366870404793,0.88073397,0.32965920223008605
57,0.9919725,0.03334000700157683,0.8944954,0.3297515516981072
58,0.98738533,0.0425863196953721,0.89908254,0.34999424130271334
59,0.9908257,0.0295928617204548,0.89908254,0.298269182170203
60,0.9908257,0.03949430751520286,0.8715596,0.4572742759087764
61,0.9908257,0.032869839921183544,0.8944954,0.28711122247057225
62,0.9885321,0.037506287387751656,0.88990825,0.3295484967188004
63,0.9954128,0.030939206647592674,0.8853211,0.3137894591333669
64,0.9965596,0.017645637086088503,0.91284406,0.33468074481421656
65,0.99311924,0.03281235123275343,0.89908254,0.3497808715072247
66,0.9919725,0.029065477909571535,0.9174312,0.289750876776669
67,0.9919725,0.028720972897194393,0.9036697,0.36279702405317116
68,0.99426603,0.02720076756534773,0.8715596,0.42008384159945567
69,0.98623854,0.036182525302838844,0.88073397,0.44276525100710196
70,0.9896789,0.028986358160682773,0.8944954,0.3221693630202101
71,0.99426603,0.02559302968545518,0.88073397,0.33896288193693946
72,0.9965596,0.024320984951331528,0.88073397,0.36436599575051476
73,0.99311924,0.02357501225597268,0.8853211,0.33641086409398174
74,0.9988532,0.017750238495614003,0.8853211,0.36531080784053976
75,0.9965596,0.015704088970386516,0.8853211,0.35549270177106246
76,0.9977064,0.01864624277201541,0.88073397,0.34797544244232526
77,0.9954128,0.018163959012973473,0.8853211,0.3714282384159368
78,0.9965596,0.01595755510134708,0.88990825,0.372919724621904
79,0.9965596,0.01613779629179097,0.88990825,0.36070361815461327
80,0.9954128,0.01638780023321646,0.89908254,0.38397079350751473
81,0.99426603,0.02288989351908548,0.88990825,0.3734018480012176
82,0.9896789,0.02034559646843497,0.88073397,0.42004620509410123
83,0.9896789,0.028572216115191305,0.8715596,0.38522323692610505
84,0.9965596,0.01348558302387732,0.8761468,0.39590494580771945
85,0.99426603,0.020535397770549725,0.8944954,0.3401427115185545
86,0.99311924,0.02351510071264016,0.88073397,0.37993711123772717
87,0.9965596,0.015884515393627893,0.8853211,0.3432280074018951
88,1.0,0.011932162809348024,0.8853211,0.342584300478664
89,0.9885321,0.027910879351745504,0.8853211,0.3552463724525697
90,0.9954128,0.023407262737153593,0.88073397,0.37158973665412415
91,0.9988532,0.01228258126509299,0.8761468,0.4149777421710688
92,0.9954128,0.015081022633239627,0.89908254,0.3440702437260829
93,0.9977064,0.016175351793442025,0.88990825,0.3446127187221422
94,0.9988532,0.011532367510430583,0.8944954,0.43399725184528104
95,0.99426603,0.014752975412977671,0.8853211,0.4782907771408011
96,0.9965596,0.010223504335303371,0.8944954,0.3658425049224031
97,0.9965596,0.01460818928845842,0.8853211,0.4039804700317733
98,0.9885321,0.038706678862965437,0.86238533,0.5379070030576593
99,0.9736239,0.07404085303391886,0.8853211,0.38471389801130385
100,0.9896789,0.029868209632028134,0.8669725,0.4648223470110412
101,0.9908257,0.021610830671265038,0.88990825,0.35235883979075544
102,0.9919725,0.025333416178275687,0.91284406,0.357869839859665
103,0.9954128,0.015957818311049577,0.8715596,0.3927859352269304
104,0.9977064,0.017540386237135722,0.8669725,0.4476676752807897
105,0.99311924,0.022943426026116816,0.88073397,0.4619645919274846
106,0.9919725,0.021027252417690028,0.8715596,0.43226598736343036
107,0.99426603,0.02601629291840513,0.88073397,0.32382406335358227
108,0.9977064,0.01080074744996478,0.8761468,0.3642844109360231
109,0.9965596,0.013609142070465268,0.88073397,0.3718387008806981
110,0.9954128,0.013413288216149314,0.8853211,0.37419372236509935
111,0.9988532,0.00853245203979228,0.8853211,0.4093368780722312
112,0.9988532,0.00833884585080583,0.88990825,0.3535298374267893
113,0.9965596,0.01054799754745028,0.8853211,0.40591650408342345
114,0.9954128,0.011049109991691118,0.8944954,0.3531388615112786
115,0.9965596,0.015151233877452654,0.8944954,0.4001854078485331
116,0.9988532,0.006829045433123861,0.8944954,0.3749381309255547
117,0.9954128,0.013469793624458236,0.8853211,0.39570083038522563
118,0.9977064,0.0119470937077144,0.88073397,0.456891758008561
119,0.9954128,0.013819282399191427,0.8715596,0.42662866013722683
120,0.9919725,0.022739313359141623,0.8853211,0.42328264078962696
121,0.9908257,0.020824408197109033,0.8944954,0.43876936430231145
122,0.9965596,0.014374891485203989,0.88990825,0.41757285758989665
123,0.9977064,0.006807120827693116,0.88990825,0.41764692712677726
124,0.9988532,0.006628308294622928,0.88990825,0.43042608958865525
125,0.9965596,0.009256557464266384,0.8944954,0.38873580727008505
126,0.9954128,0.012246711924031308,0.88073397,0.4307536425393656
127,0.9977064,0.007801458714828921,0.85779816,0.4968946865939219
128,0.9988532,0.008169122228245123,0.88990825,0.40881721798433074
129,0.9965596,0.010501548774442166,0.9082569,0.38669656415324694
130,0.9988532,0.00857373262481089,0.9082569,0.37565949887310696
131,0.9977064,0.006944454743937,0.8944954,0.3848802597697722
132,0.9965596,0.007291512710144828,0.8761468,0.5755427254859461
133,0.9988532,0.008669648911839205,0.8944954,0.4221200091302942
134,1.0,0.004782460429684319,0.8944954,0.41402678806847387
135,0.99426603,0.01617250918120214,0.9082569,0.43695718542151496
136,0.9988532,0.010892075005600467,0.8944954,0.4168766310455602
137,0.9988532,0.006126965368737962,0.8944954,0.365454090297769
138,0.9954128,0.013163816703936307,0.9036697,0.4651408764200473
139,0.9988532,0.007270759556852623,0.8761468,0.45006124306162565
140,0.9965596,0.0072216952140571194,0.8853211,0.38797784330101187
141,0.9977064,0.00690981470168047,0.85779816,0.49422766363948856
142,1.0,0.0034285167514115844,0.9082569,0.4439108557657364
143,0.9977064,0.0041581354116798815,0.88990825,0.4459069248186339
144,0.9977064,0.005019374518044327,0.88990825,0.5247108058645091
145,0.9965596,0.011410159270645561,0.89908254,0.4530982342335062
146,0.9977064,0.0062291015937087045,0.88990825,0.45756863207992066
147,0.9988532,0.006115876490126338,0.8944954,0.4939470086075844
148,0.9965596,0.013288867417423892,0.89908254,0.3525809986055444
149,0.9977064,0.008440620949173585,0.86238533,0.5258954418908566
150,0.9988532,0.006239817596314082,0.8715596,0.43705999195028883
151,0.9919725,0.017779026205070454,0.85779816,0.49793803910596657
152,0.9896789,0.03450254231815252,0.8853211,0.40856899772215327
153,0.9988532,0.007840403197589545,0.88990825,0.4488286397872715
154,0.9965596,0.00817625508793211,0.89908254,0.4126576376617502
155,0.9977064,0.009027778459371093,0.8761468,0.4719465150745637
156,0.9988532,0.006528995298140217,0.8761468,0.4000028087458479
157,0.9965596,0.010494343033957578,0.8715596,0.4342984305609257
158,0.9919725,0.01959065309834641,0.8944954,0.4104308584414491
159,0.9988532,0.008275287048749672,0.8944954,0.4719103643106758
160,0.9954128,0.013631063489961105,0.8944954,0.4077397896609175
161,0.9965596,0.013126878322576335,0.8944954,0.46936472047359573
162,0.9919725,0.015220987043661758,0.88990825,0.5022806344775979
163,0.9977064,0.008009548288734776,0.88073397,0.5362632077768308
164,0.9977064,0.00763024587543049,0.88990825,0.5063179993848188
165,0.9965596,0.0104156873333631,0.8669725,0.5690850470249259
166,0.9988532,0.0048234543587944104,0.8944954,0.5287328802664345
167,1.0,0.005731001501655155,0.8944954,0.5409373519344067
168,0.9977064,0.006311202213518458,0.88990825,0.5390299926383779
169,0.9965596,0.01029894698997041,0.8853211,0.4829089275193871
170,0.9988532,0.0051849192285263026,0.8853211,0.48231575508183294
171,1.0,0.002409431249303252,0.8944954,0.46893188029254246
172,0.99426603,0.01316054402839888,0.8944954,0.5634662156258154
173,0.9919725,0.025817586420640058,0.8761468,0.48431185926866094
174,0.99426603,0.020605244193174832,0.88990825,0.4580597232241149
175,0.99426603,0.014934671622991494,0.89908254,0.3855719142550722
176,0.9919725,0.023355365728018506,0.8853211,0.4604457283238752
177,0.99311924,0.019964579084419235,0.8853211,0.518662566985559
178,0.9977064,0.010843350682322174,0.8853211,0.4503447263065828
179,0.9954128,0.0169912779902924,0.8853211,0.48301826185042707
180,0.9977064,0.013569784048974616,0.8853211,0.46746482105430115
181,0.9988532,0.005306427075459254,0.9036697,0.40378603749318953
182,0.9988532,0.006963586931890133,0.88073397,0.48552452082480857
183,0.9988532,0.004753598778608999,0.8853211,0.5442402201508163
184,1.0,0.0029177922841456265,0.88990825,0.5417306397212754
185,1.0,0.00559642076718732,0.8853211,0.413055036592921
186,0.9977064,0.009930520599340558,0.8853211,0.4749758381635771
187,0.9988532,0.004868468167842366,0.89908254,0.36764854356783244
188,1.0,0.0021101827856042175,0.9036697,0.4048456201039323
189,1.0,0.003554148120493756,0.9036697,0.40415355662276986
190,1.0,0.0019270771727368551,0.8944954,0.42682019067466803
191,0.9988532,0.003802218334535735,0.89908254,0.47727317492896265
192,0.9988532,0.0029544985512433863,0.89908254,0.5767014994533783
193,0.9988532,0.003299423256342154,0.88990825,0.467565433694682
194,0.9988532,0.00816050308853721,0.85779816,0.6023475902343015
195,0.99426603,0.017345509168247633,0.8669725,0.7654085350692819
196,0.9885321,0.032686828109093964,0.8944954,0.46510012570871123
197,0.9965596,0.01450368864440419,0.91284406,0.360246988338068
198,0.9977064,0.008283699764400174,0.8669725,0.4590070773975565
199,0.9965596,0.006995470657167153,0.89908254,0.4159003411411145
